"File","PostersMoved","Status","Detail","Timestamp"
"C:\Users\admin\Desktop\nigelthomas-portfolio\foh-boh-hierarchy-blog.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-and-beverage-question-and-answers.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-and-beverage-service-hierarchy.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-cost-basics.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-cost-control-complete-guide.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-handling-guide-poster.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-handling-procedure.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\food-safety-temperatures-cold-chain-control-kitchen-storage-standards.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\general-manager-duties-and-responsibilities.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\general-manager-vs-hotel-manager.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\gm-leadership-playbook-interview-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\google0c2817338a31af1a.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\haccp-hazard-analysis-critical-control-points.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\haccp-kitchen-checklist.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\history-of-wine-world-wine-regions-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hospitality-franchising-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hospitality-management-tools.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\host-full-form-hotel-industry.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hot-and-cold-kitchens-temperature-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-gm-competency-framework.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-kpi-formula-cheat-sheet.html","0","NoChangeNeeded","","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-management-financial-model.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:46"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-management-playbook-month-end-reporting.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-p&l.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-sops-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\hotel-vs-resort-expenditure-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\how-to-calculate-food-cost-per-portion.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\how-to-carry-a-service-tray.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\how-to-control-food-cost.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\image-usage.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\index.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\key-hotel-kpis-every-hotelier-should-track.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\key-hotel-management-roles.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\kitchen-cleaning-schedule-template.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\kitchen-food.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\kitchen-haccp-poster.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\kitchen-temperature-log-sheet.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\knife-color-codes.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\knives-and-forks-poster.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\license.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\management-operations.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\manager-on-duty-hotel-operations-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\many-hats-general-manager.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\medicinal-properties-of-teas.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\medicinal-value-of-spices.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\new-article-cards.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\nigel_apply_dashboard.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\nigel_job_dashboard.html","0","NoChangeNeeded","","2026-08-31T22:19:47"
"C:\Users\admin\Desktop\nigelthomas-portfolio\north-indian-cuisine-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\not-all-cruise-lines-are-created-equal.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\operations-manager-vs-restaurant-manager.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\partners.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\pest-control-in-kitchen.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\pl-management-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\poster.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\privacy-policy.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\profit-loss-10-day-cycle.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\profit-loss-control-cycle.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\quality-controllers-food-industry.html","0","NoChangeNeeded","","2026-08-31T22:19:48"
"C:\Users\admin\Desktop\nigelthomas-portfolio\register.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\resort-co-working-future-office.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\resort-manager-career-guide-2026.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-cost-control-calculator.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-financial-kpis.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-fire-safety-training-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-general-manager-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-general-manager-job-description-duties-responsibilities.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-general-operating-terms.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-hotel-pos-systems.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-inventory-management-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-kpis-every-manager-should-track.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-leader-duties-responsibilities-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-manager-roles-and-responsibilities-breakdown.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-manager-roles-and-responsibilities.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-manager-roles-embedded.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-operational-challenges-solutions.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-service-excellence-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-sops-complete-operations-handbook.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-supervisor-interview.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\restaurant-walkthrough-poster.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\resume.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\right-vs-left-service-restaurants.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\safe-food-storage-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\sales-marketing-hospitality-career-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\service-get-the-job-done-hospitality-creates-the-memory.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\shake-vs-smoothie.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\smart-menu-pricing-formula.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\sous-chef-career-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\staff-behavior-fb-service-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\store-keepers-worksheet.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\street-food-india-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\terms.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\the-five-minute-restaurant-interview-test.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\types-of-alcohol-complete-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\types-of-cheese-used-in-hotels.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\types-of-food-and-beverage-service.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\types-of-menus-fb-service.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\types-of-pasta-sauces.html","0","NoChangeNeeded","","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\types-of-water-used-in-restaurant.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:49"
"C:\Users\admin\Desktop\nigelthomas-portfolio\ultimate-kpi-playbook-fb-leaders.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\vodka-brands-and-cocktails-guide.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\waste-segregation-guide.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\what-is-a-kpi.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\what-is-ebitda-fb-hospitality-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\what-is-management-consulting.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\which-hotel-chain-is-biggest.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\why-is-a-wine-bottle-750ml.html","0","ERROR","The -ireplace operator allows only two elements to follow it, not 3.","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\why-your-hospitality-cv-keeps-getting-rejected.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\about-academy.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\academy-news.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\cleaning-log-templates.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\closing-kitchen-sop.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\cold-room-management.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\colour-coding-kitchen-systems.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\commercial-kitchen-cleaning-chemicals.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\commercial-kitchen-deep-cleaning.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\commercial-kitchen-exhaust-cleaning.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\commercial-kitchen-fire-safety.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\commercial-kitchen-forms.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\commercial-kitchen-sops.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\contact.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\cooking-oil-management.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\cross-contamination-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\daily-weekly-monthly-cleaning-checklists.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\deep-fat-fryer-cleaning.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\downloads.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\equipment-cleaning-sops.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\food-safety-temperature-control.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\food-storage-guidelines.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\fostac-training-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\freezer-management.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\fryer-oil-filtration-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\fssai-kitchen-inspection-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\fssai-schedule-iv-explained.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\glossary.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\grease-management-guide.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\hood-filter-cleaning.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
"C:\Users\admin\Desktop\nigelthomas-portfolio\academy\index.html","0","NoChangeNeeded","","2026-08-31T22:19:50"
